::error title=Ruff (PTH123),file=/Users/corey/vs-code/opnsense-mcp/client.py,line=71,col=18,endLine=71,endColumn=22::client.py:71:18: PTH123 `open()` should be replaced by `Path.open()`
::error title=Ruff (ANN201),file=/Users/corey/vs-code/opnsense-mcp/opnsense_mcp/utils/mock_api.py,line=103,col=15,endLine=103,endColumn=31::opnsense_mcp/utils/mock_api.py:103:15: ANN201 Missing return type annotation for public function `search_arp_table`
::error title=Ruff (ANN201),file=/Users/corey/vs-code/opnsense-mcp/opnsense_mcp/utils/mock_api.py,line=114,col=15,endLine=114,endColumn=31::opnsense_mcp/utils/mock_api.py:114:15: ANN201 Missing return type annotation for public function `search_ndp_table`
::error title=Ruff (ARG002),file=/Users/corey/vs-code/opnsense-mcp/opnsense_mcp/utils/mock_api.py,line=114,col=38,endLine=114,endColumn=43::opnsense_mcp/utils/mock_api.py:114:38: ARG002 Unused method argument: `query`
::error title=Ruff (ANN201),file=/Users/corey/vs-code/opnsense-mcp/opnsense_mcp/utils/mock_api.py,line=118,col=15,endLine=118,endColumn=35::opnsense_mcp/utils/mock_api.py:118:15: ANN201 Missing return type annotation for public function `search_firewall_logs`
::error title=Ruff (ANN201),file=/Users/corey/vs-code/opnsense-mcp/tests/test_all_tools.py,line=29,col=9,endLine=29,endColumn=20::tests/test_all_tools.py:29:9: ANN201 Missing return type annotation for public function `mock_client`
::error title=Ruff (ANN201),file=/Users/corey/vs-code/opnsense-mcp/tests/test_all_tools.py,line=39,col=9,endLine=39,endColumn=25::tests/test_all_tools.py:39:9: ANN201 Missing return type annotation for public function `tool_definitions`
::error title=Ruff (E402),file=/Users/corey/vs-code/opnsense-mcp/tests/test_integration.py,line=22,col=1,endLine=22,endColumn=15::tests/test_integration.py:22:1: E402 Module level import not at top of file
::error title=Ruff (E402),file=/Users/corey/vs-code/opnsense-mcp/tests/test_integration.py,line=24,col=1,endLine=24,endColumn=53::tests/test_integration.py:24:1: E402 Module level import not at top of file
::error title=Ruff (TRY301),file=/Users/corey/vs-code/opnsense-mcp/tests/test_integration.py,line=44,col=13,endLine=44,endColumn=40::tests/test_integration.py:44:13: TRY301 Abstract `raise` to an inner function
::error title=Ruff (TRY300),file=/Users/corey/vs-code/opnsense-mcp/tests/test_integration.py,line=129,col=9,endLine=129,endColumn=21::tests/test_integration.py:129:9: TRY300 Consider moving this statement to an `else` block
::error title=Ruff (E402),file=/Users/corey/vs-code/opnsense-mcp/tests/test_integration_clean.py,line=22,col=1,endLine=22,endColumn=53::tests/test_integration_clean.py:22:1: E402 Module level import not at top of file
::error title=Ruff (TRY301),file=/Users/corey/vs-code/opnsense-mcp/tests/test_integration_clean.py,line=41,col=13,endLine=41,endColumn=40::tests/test_integration_clean.py:41:13: TRY301 Abstract `raise` to an inner function
::error title=Ruff (TRY300),file=/Users/corey/vs-code/opnsense-mcp/tests/test_integration_clean.py,line=126,col=9,endLine=126,endColumn=21::tests/test_integration_clean.py:126:9: TRY300 Consider moving this statement to an `else` block
::error title=Ruff (ANN401),file=/Users/corey/vs-code/opnsense-mcp/tests/test_standalone.py,line=62,col=61,endLine=62,endColumn=64::tests/test_standalone.py:62:61: ANN401 Dynamically typed expressions (typing.Any) are disallowed in `**kwargs`
::error title=Ruff (ANN401),file=/Users/corey/vs-code/opnsense-mcp/tests/test_standalone_clean.py,line=62,col=61,endLine=62,endColumn=64::tests/test_standalone_clean.py:62:61: ANN401 Dynamically typed expressions (typing.Any) are disallowed in `**kwargs`
::error title=Ruff (D401),file=/Users/corey/vs-code/opnsense-mcp/tests/test_standalone_clean.py,line=156,col=5,endLine=156,endColumn=54::tests/test_standalone_clean.py:156:5: D401 First line of docstring should be in imperative mood: "Main entry point for the standalone tester."
::error title=Ruff (TRY300),file=/Users/corey/vs-code/opnsense-mcp/tools.py,line=38,col=9,endLine=38,endColumn=22::tools.py:38:9: TRY300 Consider moving this statement to an `else` block
::error title=Ruff (D401),file=/Users/corey/vs-code/opnsense-mcp/tools.py,line=45,col=5,endLine=45,endColumn=48::tools.py:45:5: D401 First line of docstring should be in imperative mood: "Main entry point for tools execution."
::error title=Ruff (TRY300),file=/Users/corey/vs-code/opnsense-mcp/tools/arp.py,line=43,col=13,endLine=43,endColumn=53::tools/arp.py:43:13: TRY300 Consider moving this statement to an `else` block
::error title=Ruff (TRY300),file=/Users/corey/vs-code/opnsense-mcp/tools/tools.py,line=28,col=9,endLine=28,endColumn=22::tools/tools.py:28:9: TRY300 Consider moving this statement to an `else` block
